"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
37,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
43,"blue-collar","married","basic.4y","","yes","no","cellular","may","tue",325,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
48,"services","married","professional.course","","yes","no","cellular","jul","thu",55,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
49,"services","married","high.school","no","no","no","cellular","aug","mon",150,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"admin.","single","university.degree","no","no","no","cellular","sep","fri",123,3,999,0,"nonexistent",-3.4,92.379,-29.8,0.803,5017.5,"no"
40,"technician","married","university.degree","no","yes","no","cellular","aug","wed",140,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"admin.","single","university.degree","no","no","no","cellular","may","mon",143,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
41,"technician","married","professional.course","","yes","no","telephone","may","tue",190,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
53,"technician","divorced","high.school","no","no","no","cellular","nov","thu",531,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
29,"technician","married","high.school","","no","no","cellular","jul","thu",321,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
29,"admin.","single","high.school","no","yes","no","cellular","sep","tue",107,2,3,1,"success",-3.4,92.379,-29.8,0.77,5017.5,"yes"
31,"technician","single","university.degree","no","yes","no","telephone","mar","fri",228,2,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"yes"
45,"technician","divorced","university.degree","","no","no","cellular","may","fri",776,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"yes"
49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu",1171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
23,"admin.","single","high.school","no","yes","no","cellular","apr","thu",132,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
47,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"admin.","married","university.degree","no","no","yes","telephone","jun","tue",346,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"housemaid","married","basic.4y","no","no","yes","telephone","may","wed",221,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
37,"management","single","university.degree","no","yes","no","telephone","may","fri",415,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","single","professional.course","","no","no","cellular","may","tue",18,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
31,"admin.","single","high.school","no","","","cellular","jun","thu",105,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
53,"blue-collar","married","basic.9y","","no","yes","telephone","jun","fri",164,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
50,"technician","married","professional.course","","yes","no","telephone","may","tue",256,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",153,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"technician","single","university.degree","no","yes","no","cellular","mar","mon",131,12,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"no"
43,"technician","married","basic.9y","","yes","yes","telephone","jun","fri",818,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
51,"entrepreneur","married","basic.6y","","no","no","cellular","jul","fri",190,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","thu",95,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
56,"retired","married","basic.4y","no","no","no","cellular","nov","fri",163,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
37,"services","married","high.school","no","no","no","cellular","may","tue",378,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
37,"technician","single","university.degree","no","yes","no","cellular","aug","tue",481,2,999,4,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes"
30,"self-employed","single","university.degree","no","no","no","cellular","jul","wed",1147,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","cellular","may","tue",579,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
38,"housemaid","married","basic.9y","","","","telephone","jun","thu",138,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
44,"blue-collar","married","professional.course","","no","no","cellular","jul","tue",156,20,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
51,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",151,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",130,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"admin.","single","high.school","no","no","no","cellular","jul","thu",9,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"technician","divorced","high.school","no","no","no","telephone","may","tue",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
54,"blue-collar","married","","no","no","no","cellular","aug","mon",143,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
43,"admin.","married","university.degree","no","yes","yes","cellular","aug","thu",297,7,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
55,"retired","married","basic.4y","no","yes","no","cellular","oct","thu",139,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
36,"unemployed","married","basic.6y","no","yes","no","cellular","nov","tue",144,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
74,"retired","married","high.school","no","no","no","cellular","aug","thu",472,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
51,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",76,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"admin.","single","university.degree","no","no","no","cellular","oct","fri",133,2,999,1,"failure",-3.4,92.431,-26.9,0.73,5017.5,"no"
48,"services","married","professional.course","no","yes","no","telephone","may","fri",253,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",218,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
39,"admin.","married","high.school","no","no","no","telephone","may","wed",211,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"admin.","married","high.school","no","no","no","telephone","may","thu",294,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
63,"retired","married","","no","no","no","cellular","apr","wed",150,1,999,1,"failure",-1.8,93.075,-47.1,1.445,5099.1,"yes"
23,"admin.","single","high.school","no","no","no","cellular","jul","tue",220,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"blue-collar","married","basic.6y","","yes","no","telephone","jun","mon",70,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",85,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"admin.","single","university.degree","no","yes","yes","telephone","dec","thu",273,1,999,1,"failure",-3,92.713,-33,0.707,5023.5,"no"
27,"technician","single","university.degree","no","yes","no","cellular","aug","thu",250,3,999,5,"failure",-1.7,94.027,-38.3,0.904,4991.6,"no"
48,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","mon",60,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","thu",84,5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
50,"technician","married","","no","yes","yes","cellular","may","tue",400,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
31,"entrepreneur","married","high.school","no","yes","no","telephone","may","thu",168,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
29,"services","married","basic.6y","no","no","no","cellular","nov","wed",314,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
33,"self-employed","married","basic.9y","","yes","no","cellular","jul","thu",209,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","wed",75,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
28,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",343,2,999,1,"failure",-2.9,92.201,-31.4,0.861,5076.2,"yes"
33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",175,4,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no"
51,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",440,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
30,"admin.","married","","no","no","no","cellular","jul","mon",270,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"services","married","","no","yes","no","cellular","aug","fri",134,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
43,"management","married","university.degree","","no","no","cellular","may","tue",167,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
36,"admin.","divorced","university.degree","no","no","no","cellular","aug","mon",559,1,5,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes"
36,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","thu",157,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
57,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",153,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
40,"blue-collar","single","high.school","no","yes","no","cellular","nov","tue",139,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
37,"technician","married","professional.course","no","no","no","cellular","jul","thu",37,8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
26,"student","single","basic.9y","no","yes","no","cellular","mar","mon",1447,2,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes"
45,"self-employed","divorced","professional.course","no","yes","no","telephone","aug","mon",5,1,999,1,"failure",-1.7,94.027,-38.3,0.891,4991.6,"no"
58,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",554,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
27,"admin.","single","university.degree","no","no","no","telephone","jun","fri",134,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
50,"technician","married","professional.course","no","yes","no","cellular","nov","thu",161,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
27,"services","married","university.degree","no","yes","no","cellular","may","tue",445,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
37,"admin.","single","high.school","","no","no","cellular","may","tue",212,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
52,"technician","married","professional.course","no","no","no","cellular","jun","mon",130,5,999,0,"nonexistent",-2.9,92.963,-40.8,1.281,5076.2,"no"
41,"blue-collar","married","basic.9y","","no","no","telephone","jun","fri",8,31,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"self-employed","married","university.degree","no","yes","no","cellular","jul","thu",50,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
51,"management","married","university.degree","","yes","yes","telephone","jun","wed",567,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
24,"management","married","university.degree","no","","","cellular","jul","wed",530,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"services","married","high.school","no","yes","no","cellular","nov","mon",252,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
34,"admin.","single","university.degree","no","no","no","telephone","jun","tue",35,32,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
37,"services","married","high.school","no","yes","no","telephone","may","mon",149,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"","","","","yes","yes","cellular","jul","mon",49,9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"self-employed","divorced","university.degree","no","yes","no","cellular","nov","wed",177,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
25,"student","single","university.degree","no","no","yes","cellular","jun","thu",136,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
42,"management","married","university.degree","no","yes","no","cellular","aug","thu",715,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
50,"technician","married","high.school","no","no","no","cellular","jul","thu",190,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
58,"blue-collar","married","basic.4y","","yes","no","cellular","jul","mon",86,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"self-employed","married","university.degree","no","yes","no","cellular","jun","mon",661,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"yes"
30,"admin.","single","university.degree","no","yes","yes","cellular","nov","tue",98,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
29,"admin.","married","high.school","no","no","no","cellular","may","tue",315,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
40,"services","married","high.school","","no","no","cellular","jun","wed",157,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
29,"technician","single","high.school","","no","no","cellular","aug","wed",921,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",31,6,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
27,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",326,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"management","married","university.degree","no","yes","no","cellular","aug","wed",181,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
24,"student","single","high.school","no","yes","no","cellular","may","mon",504,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
33,"services","divorced","high.school","no","yes","yes","cellular","apr","fri",420,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
48,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",252,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","married","professional.course","no","yes","no","cellular","aug","fri",75,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",222,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes"
35,"blue-collar","single","professional.course","no","yes","yes","cellular","nov","wed",51,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
49,"management","married","university.degree","no","no","no","cellular","apr","thu",289,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
41,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","fri",91,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
58,"admin.","married","basic.9y","","no","no","cellular","aug","fri",131,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
36,"services","married","high.school","","no","yes","cellular","jul","tue",285,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
32,"admin.","divorced","high.school","no","yes","no","cellular","jul","mon",422,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
37,"admin.","married","high.school","no","yes","no","telephone","jul","thu",29,14,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",136,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",455,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
50,"","single","","","yes","no","telephone","jun","tue",363,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
49,"technician","married","high.school","no","yes","no","telephone","jul","mon",126,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"blue-collar","single","basic.6y","","no","no","cellular","may","fri",211,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
40,"admin.","divorced","high.school","no","yes","no","cellular","jul","tue",193,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
32,"technician","single","university.degree","no","no","no","cellular","aug","tue",696,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"services","married","professional.course","no","yes","yes","cellular","aug","thu",331,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
51,"entrepreneur","married","basic.9y","no","no","yes","telephone","may","wed",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","single","high.school","no","no","no","cellular","jul","fri",144,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
54,"technician","married","high.school","no","yes","no","cellular","apr","mon",82,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"entrepreneur","single","basic.9y","no","no","no","telephone","may","wed",232,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","aug","wed",154,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
